"TIME","GEO","UNIT","HAZARD","WASTE","WST_OPER","Value","Flag and Footnotes"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - backfilling","2,430,097",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Waste treatment","361,704,977",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","64,312,277",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","64,205,687",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","3,484,984",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","106,590",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","40,534,057",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","253,373,659",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - recycling","153,873,785",""
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - backfilling","99,499,874",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","19,872,869",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","12,860,063",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","12,860,063",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","59",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","506,587",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","6,506,160",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","4,285,211",""
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","2,220,949",""
"2016","Estonia","Tonne","Hazardous","Total waste","Waste treatment","9,590,378",""
"2016","Estonia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","9,232,944",""
"2016","Estonia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","9,232,944",""
"2016","Estonia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","59",""
"2016","Estonia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Estonia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","12,729",""
"2016","Estonia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","344,646",""
"2016","Estonia","Tonne","Hazardous","Total waste","Recovery - recycling","214,601",""
"2016","Estonia","Tonne","Hazardous","Total waste","Recovery - backfilling","130,045",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Waste treatment","10,282,491",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","3,627,119",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","3,627,119",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","0",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","493,858",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","6,161,514",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Recovery - recycling","4,070,610",""
"2016","Estonia","Tonne","Non-hazardous","Total waste","Recovery - backfilling","2,090,904",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","11,767,578",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","4,523,421",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","2,930,827",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","30,210",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","1,592,594",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","559,136",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","6,654,811",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","1,242,785",""
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","5,412,026",""
"2016","Ireland","Tonne","Hazardous","Total waste","Waste treatment","78,411",""
"2016","Ireland","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","19,120",""
"2016","Ireland","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","18,304",""
"2016","Ireland","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","7,488",""
"2016","Ireland","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","816",""
"2016","Ireland","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","34,932",""
"2016","Ireland","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","16,871",""
"2016","Ireland","Tonne","Hazardous","Total waste","Recovery - recycling","2,739",""
"2016","Ireland","Tonne","Hazardous","Total waste","Recovery - backfilling","14,132",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Waste treatment","11,689,167",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","4,504,301",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","2,912,523",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","22,722",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","1,591,778",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","524,204",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","6,637,940",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Recovery - recycling","1,240,046",""
"2016","Ireland","Tonne","Non-hazardous","Total waste","Recovery - backfilling","5,397,894",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","70,074,704",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","66,436,133",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","64,872,135",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","11,595",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","1,563,998",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","224,524",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","3,402,452",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","3,381,150",""
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","21,302",""
"2016","Greece","Tonne","Hazardous","Total waste","Waste treatment","419,407",""
"2016","Greece","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","0",""
"2016","Greece","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","0",""
"2016","Greece","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","4,649",""
"2016","Greece","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Greece","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","20,632",""
"2016","Greece","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","394,126",""
"2016","Greece","Tonne","Hazardous","Total waste","Recovery - recycling","394,126",""
"2016","Greece","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Waste treatment","69,655,297",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","66,436,133",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","64,872,135",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","6,946",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","1,563,998",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","203,892",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","3,008,326",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Recovery - recycling","2,987,024",""
"2016","Greece","Tonne","Non-hazardous","Total waste","Recovery - backfilling","21,302",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","106,715,249",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","57,250,547",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","57,246,541",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","13,491",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","4,006",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","3,829,151",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","45,622,060",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","39,581,445",""
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","6,040,615",""
"2016","Spain","Tonne","Hazardous","Total waste","Waste treatment","2,118,455",""
"2016","Spain","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","399,024",""
"2016","Spain","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","398,291",""
"2016","Spain","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","636",""
"2016","Spain","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","733",""
"2016","Spain","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","148,534",""
"2016","Spain","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,570,261",""
"2016","Spain","Tonne","Hazardous","Total waste","Recovery - recycling","1,570,261",""
"2016","Spain","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Waste treatment","104,596,794",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","56,851,523",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","56,848,250",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","12,855",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","3,273",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","3,680,617",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","44,051,799",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Recovery - recycling","38,011,184",""
"2016","Spain","Tonne","Non-hazardous","Total waste","Recovery - backfilling","6,040,615",""
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","304,814,284","p"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","83,983,765",""
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","83,272,354","p"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","4,993,726","p"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","711,411","p"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","16,505,456","p"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","199,331,337",""
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","167,787,097","p"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","31,544,240","p"
"2016","France","Tonne","Hazardous","Total waste","Waste treatment","7,165,230",""
"2016","France","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","2,322,485",""
"2016","France","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","2,322,485",""
"2016","France","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","1,514,417",""
"2016","France","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","France","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","1,098,465",""
"2016","France","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","2,229,863",""
"2016","France","Tonne","Hazardous","Total waste","Recovery - recycling","2,229,863",""
"2016","France","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","France","Tonne","Non-hazardous","Total waste","Waste treatment","297,649,054","p"
"2016","France","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","81,661,280",""
"2016","France","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","80,949,869","p"
"2016","France","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","3,479,309","p"
"2016","France","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","711,411","p"
"2016","France","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","15,406,991","p"
"2016","France","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","197,101,474",""
"2016","France","Tonne","Non-hazardous","Total waste","Recovery - recycling","165,557,234","p"
"2016","France","Tonne","Non-hazardous","Total waste","Recovery - backfilling","31,544,240","p"
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","3,684,489",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","1,762,822",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","1,755,147",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","56",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","7,675",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","35,528",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","1,886,083",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","1,737,247",""
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","148,836",""
"2016","Croatia","Tonne","Hazardous","Total waste","Waste treatment","75,892",""
"2016","Croatia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","6,251",""
"2016","Croatia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","6,251",""
"2016","Croatia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","0",""
"2016","Croatia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Croatia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","14,076",""
"2016","Croatia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","55,565",""
"2016","Croatia","Tonne","Hazardous","Total waste","Recovery - recycling","55,565",""
"2016","Croatia","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Waste treatment","3,608,597",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,756,571",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,748,896",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","56",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","7,675",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","21,452",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,830,518",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Recovery - recycling","1,681,682",""
"2016","Croatia","Tonne","Non-hazardous","Total waste","Recovery - backfilling","148,836",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","136,041,718",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","19,334,485",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","19,334,485",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","3,716,892",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","5,503,166",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","107,487,175",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","107,348,228",""
"2016","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","138,947",""
"2016","Italy","Tonne","Hazardous","Total waste","Waste treatment","3,648,542",""
"2016","Italy","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,289,000",""
"2016","Italy","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,289,000",""
"2016","Italy","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","374,739",""
"2016","Italy","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Italy","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","123,032",""
"2016","Italy","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,861,771",""
"2016","Italy","Tonne","Hazardous","Total waste","Recovery - recycling","1,861,771",""
"2016","Italy","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Waste treatment","132,393,176",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","18,045,485",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","18,045,485",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","3,342,153",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","5,380,134",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","105,625,404",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Recovery - recycling","105,486,457",""
"2016","Italy","Tonne","Non-hazardous","Total waste","Recovery - backfilling","138,947",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","1,953,732",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","1,129,555",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","1,129,555",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","0",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","74,111",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","750,066",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","203,853",""
"2016","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","546,213",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Waste treatment","141,504",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","128,870",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","128,870",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","0",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","237",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","12,397",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Recovery - recycling","12,397",""
"2016","Cyprus","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Waste treatment","1,812,228",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,000,685",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,000,685",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","0",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","73,874",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","737,669",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - recycling","191,456",""
"2016","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - backfilling","546,213",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","1,836,259",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","373,634",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","373,459",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","198",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","175",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","124,961",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","1,337,466",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","1,316,595",""
"2016","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","20,871",""
"2016","Latvia","Tonne","Hazardous","Total waste","Waste treatment","20,492",""
"2016","Latvia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,610",""
"2016","Latvia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,610",""
"2016","Latvia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","9",""
"2016","Latvia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Latvia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","3,227",""
"2016","Latvia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","15,646",""
"2016","Latvia","Tonne","Hazardous","Total waste","Recovery - recycling","15,646",""
"2016","Latvia","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Waste treatment","1,815,769",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","372,024",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","371,849",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","188",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","175",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","121,734",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,321,821",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Recovery - recycling","1,300,950",""
"2016","Latvia","Tonne","Non-hazardous","Total waste","Recovery - backfilling","20,871",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","4,810,390",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","2,723,210",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","2,709,312",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","1,919",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","13,898",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","277,687",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","1,807,574",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","1,608,186",""
"2016","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","199,388",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Waste treatment","61,179",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","10,441",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","10,441",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","617",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","4,024",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","46,097",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Recovery - recycling","46,097",""
"2016","Lithuania","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2016","Lithuania","Tonne","Non-hazardous","Total waste","Waste treatment","4,749,211",""
"2016","Lithuania","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","2,712,769",""
"2016","Lithuania","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","2,698,871",""
