"TIME","GEO","UNIT","HAZARD","WASTE","WST_OPER","Value","Flag and Footnotes"
"2004","Montenegro","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Montenegro","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Waste treatment",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","North Macedonia","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Waste treatment",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","North Macedonia","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Albania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Waste treatment",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Albania","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Waste treatment",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Albania","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Waste treatment",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Serbia","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Waste treatment",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Serbia","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","56,480,006",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","46,648,381",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","42,113,192",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","208,544",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","4,535,189",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","0",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","9,623,081",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Turkey","Tonne","Hazardous","Total waste","Waste treatment","1,230,874",""
"2004","Turkey","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","790,840",""
"2004","Turkey","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","790,775",""
"2004","Turkey","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","191,901",""
"2004","Turkey","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","65",""
"2004","Turkey","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","0",""
"2004","Turkey","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","248,133",""
"2004","Turkey","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Turkey","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Waste treatment","55,249,132",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","45,857,541",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","41,322,417",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","16,643",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","4,535,124",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","0",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","9,374,948",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Turkey","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Waste treatment",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Bosnia and Herzegovina","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Waste treatment",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Bosnia and Herzegovina","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Waste treatment",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Waste treatment",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","1,932,880,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","898,020,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","872,290,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","42,810,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","25,740,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","72,070,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","919,980,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Waste treatment","75,250,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","36,020,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","34,880,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","4,390,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","1,140,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","5,490,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","29,360,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","European Union - 27 countries (from 2020)","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Waste treatment","1,857,620,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","862,010,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","837,400,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","38,430,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","24,600,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","66,580,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","890,620,000",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","European Union - 27 countries (from 2020)","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","2,174,340,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","1,025,220,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","983,970,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","48,080,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","41,250,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","72,120,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","1,028,920,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Waste treatment","78,680,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","37,550,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","36,390,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","4,830,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","1,160,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","5,500,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","30,800,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Waste treatment","2,095,660,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","987,670,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","947,570,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","43,260,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","40,090,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","66,620,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","998,120,000",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","European Union - 28 countries (2013-2020)","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","30,025,212",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","2,770,704",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","2,770,704",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","2,373,226",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","1,740,316",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","23,140,966",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
"2006","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling",":",""
"2006","Belgium","Tonne","Hazardous","Total waste","Waste treatment","1,760,728",""
"2006","Belgium","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","283,073",""
"2006","Belgium","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","283,073",""
"2006","Belgium","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","160,202",""
"2006","Belgium","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2006","Belgium","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","442,981",""
"2006","Belgium","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","874,472",""
"2006","Belgium","Tonne","Hazardous","Total waste","Recovery - recycling",":",""
"2006","Belgium","Tonne","Hazardous","Total waste","Recovery - backfilling",":",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Waste treatment","28,264,484",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","2,487,631",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","2,487,631",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","2,213,024",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","1,297,335",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","22,266,494",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Recovery - recycling",":",""
"2006","Belgium","Tonne","Non-hazardous","Total waste","Recovery - backfilling",":",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","158,316,294",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","156,119,523",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","156,084,395",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","201,019",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","35,128",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","8,430",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","1,987,322",""
"2006","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling",":",""
